Anisotes_guineensis
Hydnocarpus_sumatrana
Hydnocarpus_tenuipetalus
Hydnocarpus_venenata
Hydnocarpus_woodii
Hydnocarpus_wrayi
Kiggelaria_africana
Kuhlmanniodendron_apterocarpum
Kuhlmanniodendron_macrocarpum
Lindackeria_bukobensis
Lindackeria_dentata
Lindackeria_fragrans
Lindackeria_kivuensis
Lindackeria_latifolia
Lindackeria_laurina
Lindackeria_paludosa
Lindackeria_paraensis
Lindackeria_pauciflora
Lindackeria_schweinfurthii
Mayna_grandifolia
Mayna_odorata
Mayna_parvifolia
Mayna_pubescens
Mayna_suaveolens
Pangium_edule
Peterodendron_ovatum
Poggea_alata
Prockiopsis_grandis
Prockiopsis_hildebrandtii
Prockiopsis_orientalis
Prockiopsis_razakamalalae
Rawsonia_burtt-davyi
Rawsonia_lucida
Ryparosa_acuminata
Ryparosa_baccaureoides
Ryparosa_caesia
Ryparosa_fasciculata
Ryparosa_hirsuta
Ryparosa_hullettii
Ryparosa_javanica
Ryparosa_kostermansii
Ryparosa_kunstleri
Ryparosa_scortechinii
Ryparosa_wallichii
Scaphocalyx_spathacea
Scottellia_coriacea
Scottellia_klaineana
Scottellia_leonensis
Scottellia_orientalis
Trichadenia_philippinensis
Xylotheca_kraussiana
Xylotheca_tettensis
Achatocarpus_balansae
Achatocarpus_brevipedicellatus
Achatocarpus_gracilis
Achatocarpus_hasslerianus
Achatocarpus_microcarpus
Achatocarpus_nigricans
Achatocarpus_oaxacanus
Achatocarpus_praecox
Achatocarpus_pubescens
Phaulothamnus_spinescens
Saurauia_adenodonta
Saurauia_aequatoriensis
Saurauia_agamae
Saurauia_alloplectifolia
Saurauia_angustifolia
Saurauia_armata
Saurauia_arnoldii
Saurauia_aromatica
Saurauia_aspera
Saurauia_bogoriensis
Saurauia_borneensis
Saurauia_brachybotrys
Saurauia_bracteosa
Saurauia_bullosa
Saurauia_cana
Saurauia_cauliflora
Saurauia_cerea
Saurauia_chiliantha
Saurauia_chocoensis
Saurauia_choriophylla
Saurauia_comitis-rossei
Saurauia_conferta
Saurauia_congestiflora
Saurauia_conzattii
Saurauia_crassisepala
Saurauia_cuatrecasana
Saurauia_cuchumatanensis
Saurauia_erythrocarpa
Saurauia_excelsa
Saurauia_floccifera
Saurauia_fragrans
Saurauia_glabra
Saurauia_griffithii
Saurauia_herthae
Saurauia_kegeliana
Saurauia_laevigata
Saurauia_laxiflora
Saurauia_lehmannii
Saurauia_leprosa
Saurauia_leucocarpa
Saurauia_macrotricha
Saurauia_madrensis
Saurauia_magnifica
Saurauia_mahmudii
Saurauia_malayana
Saurauia_matudae
Saurauia_meridensis
Saurauia_mexiae
Saurauia_micayensis
Saurauia_microphylla
Saurauia_miniata
Saurauia_molinae
Saurauia_montana
Saurauia_napaulensis
Saurauia_nudiflora
Saurauia_oreophila
Saurauia_oroquensis
Saurauia_parviflora
Saurauia_peduncularis
Saurauia_pedunculata
Saurauia_pendula
Saurauia_pentapetala
Saurauia_pittieri
Saurauia_polyneura
Saurauia_portachuelensis
Saurauia_prainiana
Saurauia_pringlei
Saurauia_pseudoleucocarpa
Saurauia_pseudostrigillosa
Saurauia_pulchra
Saurauia_punduana
Saurauia_purgans
Saurauia_pustulata
Saurauia_putumayonis
Saurauia_reinwardtiana
Saurauia_ridleyi
Saurauia_roxburghii
Saurauia_rubens
Saurauia_rubicunda
Saurauia_rubiformis
Saurauia_rufa
Saurauia_rusbyi
Saurauia_scabra
Saurauia_scabrida
Saurauia_schultzeorum
Saurauia_seibertii
Saurauia_selerorum
Saurauia_serrata
Saurauia_sinohirsuta
Saurauia_spectabilis
Saurauia_stapfiana
Saurauia_strigillosa
Saurauia_subcordata
Saurauia_subspinosa
Saurauia_thyrsiflora
Saurauia_tomentosa
Saurauia_tristyla
Saurauia_ursina
Saurauia_villosa
Saurauia_vulcani
Saurauia_waldheimii
Saurauia_yasicae
Saurauia_yunnanensis
Saurauia_zahlbruckneri
Aextoxicon_punctatum
Akania_bidwillii
Bretschneidera_sinensis
Periomphale_balansae
Liquidambar_acalycina
Liquidambar_caudata
Liquidambar_chinensis
Liquidambar_chingii
Liquidambar_excelsa
Liquidambar_formosana
Liquidambar_gracilipes
Liquidambar_orientalis
Liquidambar_poilanei
Liquidambar_siamensis
Liquidambar_styraciflua
Liquidambar_yunnanensis
Achyranthes_arborescens
Achyranthes_mangarevica
Achyranthes_marchionica
Celosia_floribunda
Celosia_monosperma
Charpentiera_australis
Charpentiera_densiflora
Charpentiera_elliptica
Charpentiera_obovata
Charpentiera_ovata
Charpentiera_tomentosa
Chenopodium_nesodendron
Chenopodium_oahuense
Chionothrix_somalensis
Halostachys_belangeriana
Haloxylon_ammodendron
Haloxylon_persicum
Henonia_scoparia
Iresine_arbuscula
Nototrichium_humile
Nototrichium_sandwicense
Pleuropetalum_pleiogynum
Pleuropetalum_sprucei
Sclerolaena_bicornis
Amborella_trichopoda
Abrahamia_deflexa
Abrahamia_ditimena
Abrahamia_grandidieri
Abrahamia_humbertii
Abrahamia_latifolia
Abrahamia_lecomtei
Abrahamia_louvelii
Abrahamia_oblongifolia
Abrahamia_sericea
Abrahamia_thouvenotii
Abrahamia_viguieri
Actinocheita_filicina
Amphipterygium_adstringens
Amphipterygium_amplifolium
Amphipterygium_glaucum
Amphipterygium_molle
Amphipterygium_simplicifolium
Anacardium_amapaense
Anacardium_curatellifolium
Anacardium_excelsum
Anacardium_fruticosum
Anacardium_giganteum
Anacardium_humile
Anacardium_microsepalum
Anacardium_negrense
Anacardium_occidentale
Anacardium_othonianum
Anacardium_parvifolium
Anacardium_spruceanum
Anacardium_tenuifolium
Androtium_astylum
Antrocaryon_amazonicum
Antrocaryon_klaineanum
Antrocaryon_micraster
Antrocaryon_nannanii
Apterokarpos_gardneri
Astronium_balansae
Astronium_concinnum
Astronium_fraxinifolium
Astronium_glaziovii
Astronium_graveolens
Astronium_lecointei
Astronium_nelson-rosae
Astronium_ulei
Attilaea_abalak
Baronia_taratana
Blepharocarya_depauperata
Blepharocarya_involucrigera
Bouea_macrophylla
Bouea_oppositifolia
Buchanania_amboinensis
Buchanania_arborescens
Buchanania_attenuata
Buchanania_axillaris
Buchanania_barberi
Buchanania_cochinchinensis
Buchanania_engleriana
Buchanania_glabra
Buchanania_insignis
Buchanania_lanceolata
Buchanania_macrocarpa
Buchanania_mangoides
Buchanania_merrillii
Buchanania_microphylla
Buchanania_nitida
Buchanania_obovata
Buchanania_palawensis
Buchanania_reticulata
Buchanania_sessilifolia
Buchanania_siamensis
Buchanania_splendens
Buchanania_vitiensis
Campnosperma_auriculatum
Campnosperma_brevipetiolatum
Campnosperma_coriaceum
Campnosperma_gummifera
Campnosperma_lepidotum
Campnosperma_micranteia
Campnosperma_micranteium
Campnosperma_montanum
Campnosperma_panamense
Campnosperma_parvifolium
Campnosperma_schatzii
Campnosperma_seychellarum
Campnosperma_squamatum
Campnosperma_zacharyi
Cardenasiodendron_brachypterum
Choerospondias_axillaris
Comocladia_cordata
Comocladia_cuneata
Comocladia_dentata
Comocladia_dodonaea
Comocladia_domingensis
Comocladia_ekmaniana
Comocladia_gilgiana
Comocladia_glabra
Comocladia_grandidentata
Comocladia_guatemalensis
Comocladia_macrophylla
Comocladia_mayana
Comocladia_mollifolia
Comocladia_mollissima
Comocladia_pinnatifolia
Comocladia_platyphylla
Comocladia_pubescens
Comocladia_velutina
Cotinus_coggygria
Cotinus_obovatus
Cotinus_szechuanensis
Cyrtocarpa_caatingae
Cyrtocarpa_edulis
Cyrtocarpa_kruseana
Cyrtocarpa_procera
Cyrtocarpa_velutinifolia
Dracontomelon_costatum
Dracontomelon_dao
Dracontomelon_duperreanum
Dracontomelon_lenticulatum
Dracontomelon_macrocarpum
Dracontomelon_petelotii
Dracontomelon_schmidii
Dracontomelon_vitiense
Drimycarpus_luridus
Drimycarpus_racemosus
Euroschinus_aoupiniensis
Euroschinus_elegans
Euroschinus_falcatus
Euroschinus_jaffrei
Euroschinus_obtusifolius
Euroschinus_papuanus
Euroschinus_rubromarginatus
Euroschinus_verrucosus
Euroschinus_vieillardii
Faguetia_falcata
Fegimanra_acuminatissima
Fegimanra_africana
Fegimanra_afzelii
Gluta_aptera
Gluta_beccarii
Gluta_cambodiana
Gluta_capituliflora
Gluta_curtisii
Gluta_elegans
Gluta_laccifera
Gluta_lanceolata
Gluta_laxiflora
Gluta_macrocarpa
Gluta_malayana
Gluta_megalocarpa
Gluta_oba
Gluta_obovata
Gluta_papuana
Gluta_pubescens
Gluta_renghas
Gluta_rostrata
Gluta_rugulosa
Gluta_sabahana
Gluta_speciosa
Gluta_tavoyana
Gluta_torquata
Gluta_tourtour
Gluta_travancorica
Gluta_usitata
Gluta_velutina
Gluta_wallichii
Gluta_wrayi
Haematostaphis_barteri
Haplorhus_peruviana
Haplospondias_haplophylla
Harpephyllum_caffrum
Heeria_argentea
Holigarna_albicans
Holigarna_arnottiana
Holigarna_beddomei
Holigarna_grahamii
Holigarna_helferi
Holigarna_nigra
Koordersiodendron_pinnatum
Lannea_acida
Lannea_alata
Lannea_antiscorbutica
Lannea_asymmetrica
Lannea_barteri
Lannea_coromandelica
Lannea_cotoneaster
Lannea_discolor
Lannea_ebolowensis
Lannea_fruticosa
Lannea_fulva
Lannea_glabrescens
Lannea_humilis
Lannea_malifolia
Lannea_microcarpa
Lannea_nigritana
Lannea_rivae
Lannea_schimperi
Lannea_schweinfurthii
Lannea_transulta
Lannea_triphylla
Lannea_velutina
Lannea_welwitschii
Lannea_zenkeri
Laurophyllus_capensis
Lithraea_brasiliensis
Lithraea_caustica
Lithraea_molleoides
Loxopterygium_grisebachii
Loxopterygium_huasango
Loxopterygium_sagotii
Loxostylis_alata
Malosma_laurina
Mangifera_altissima
Mangifera_andamanica
Mangifera_applanata
Mangifera_austroindica
Mangifera_blommesteinii
Mangifera_bullata
Mangifera_caesia
Mangifera_caloneura
Mangifera_camptosperma
Mangifera_casturi
Mangifera_cochinchinensis
Mangifera_collina
Mangifera_decandra
Mangifera_dewildei
Mangifera_dongnaiensis
Mangifera_duperreana
Mangifera_flava
Mangifera_foetida
Mangifera_gracilipes
Mangifera_griffithii
Mangifera_indica
Mangifera_inocarpoides
Mangifera_khoonmengiana
Mangifera_lagenifera
Mangifera_lalijiwa
Mangifera_lambii
Mangifera_macrocarpa
Mangifera_magnifica
Mangifera_minor
Mangifera_minutifolia
Mangifera_monandra
Mangifera_nicobarica
Mangifera_odorata
Mangifera_pajang
Mangifera_paludosa
Mangifera_parvifolia
Mangifera_pedicellata
Mangifera_pentandra
Mangifera_pseudoindica
Mangifera_quadrifida
Mangifera_reba
Mangifera_rubropetala
Mangifera_rufocostata
Mangifera_similis
Mangifera_sumbawaensis
Mangifera_superba
Mangifera_swintonioides
Mangifera_sylvatica
Mangifera_timorensis
Mauria_cuatrecasasii
Mauria_ferruginea
Mauria_heterophylla
Mauria_killipii
Mauria_membranifolia
Mauria_obtusifolia
Mauria_peruviana
Mauria_sericea
Mauria_simplicifolia
Mauria_subserrata
Mauria_thaumatophylla
Mauria_trichothyrsa
Melanochyla_angustifolia
Melanochyla_auriculata
Melanochyla_axillaris
Melanochyla_beccariana
Melanochyla_borneensis
Melanochyla_bracteata
Melanochyla_bullata
Melanochyla_caesia
Melanochyla_castaneifolia
Melanochyla_condensata
Melanochyla_densiflora
Melanochyla_elmeri
Melanochyla_fulvinervia
Melanochyla_kunstleri
Melanochyla_minutiflora
Melanochyla_nitida
Melanochyla_semecarpoides
Melanochyla_tomentosa
Metopium_brownei
Metopium_toxiferum
Metopium_venosum
Micronychia_acuminata
Micronychia_bemangidiensis
Micronychia_danguyana
Micronychia_kotozafii
Micronychia_macrophylla
Micronychia_madagascariensis
Micronychia_minutiflora
Micronychia_striata
Micronychia_tsiramiramy
Mosquitoxylum_jamaicense
Myracrodruon_urundeuva
Nothopegia_beddomei
Nothopegia_colebrookiana
Nothopegia_heyneana
Nothopegia_racemosa
Nothopegia_travancorica
Ochoterenaea_colombiana
Operculicarya_borealis
Operculicarya_calcicola
Operculicarya_capuronii
Operculicarya_decaryi
Operculicarya_gummifera
Operculicarya_hirsutissima
Operculicarya_hyphaenoides
Operculicarya_multijuga
Orthopterygium_huaucui
Ozoroa_albicans
Ozoroa_concolor
Ozoroa_crassinervia
Ozoroa_dispar
Ozoroa_engleri
Ozoroa_insignis
Ozoroa_kaessneri
Ozoroa_longipes
Ozoroa_longipetiolata
Ozoroa_mucronata
Ozoroa_namaensis
Ozoroa_namaquensis
Ozoroa_nigricans
Ozoroa_obovata
Ozoroa_paniculosa
Ozoroa_schinzii
Ozoroa_sphaerocarpa
Ozoroa_uelensis
Pachycormus_discolor
Parishia_insignis
Parishia_maingayi
Parishia_minor
Parishia_paucijuga
Parishia_sericea
Pentaspadon_motleyi
Pentaspadon_velutinus
Pistacia_aethiopica
Pistacia_atlantica
Pistacia_chinensis
Pistacia_cucphuongensis
Pistacia_falcata
Pistacia_khinjuk
Pistacia_lentiscus
Pistacia_mexicana
Pistacia_palaestina
Pistacia_terebinthus
Pistacia_vera
Pistacia_weinmanniifolia
Pleiogynium_hapalum
Pleiogynium_papuanum
Pleiogynium_timoriense
Poupartia_borbonica
Poupartia_chapelieri
Poupartia_minor
Poupartia_orientalis
Poupartia_silvatica
Poupartiopsis_spondiocarpus
Protorhus_longifolia
Pseudosmodingium_andrieuxii
Pseudosmodingium_barkleyi
Pseudosmodingium_multifolium
Pseudosmodingium_perniciosum
Pseudosmodingium_virletii
Pseudospondias_longifolia
Pseudospondias_microcarpa
Rhus_chinensis
Rhus_copallinum
Rhus_coriaria
Rhus_glabra
Rhus_hypoleuca
Rhus_integrifolia
Rhus_kearneyi
Rhus_lanceolata
Rhus_microphylla
Rhus_nodosa
Rhus_ovata
Rhus_pachyrrhachis
Rhus_perrieri
Rhus_potaninii
Rhus_punjabensis
Rhus_sandwicensis
Rhus_taitensis
Rhus_taratana
Rhus_terebinthifolia
Rhus_thouarsii
Rhus_typhina
Rhus_virens
Schinopsis_balansae
Schinopsis_boqueronensis
Schinopsis_brasiliensis
Schinopsis_cornuta
Schinopsis_heterophylla
Schinopsis_lorentzii
Schinopsis_peruviana
Schinopsis_quebracho-colorado
Schinus_bumelioides
Schinus_engleri
Schinus_fasciculata
Schinus_ferox
Schinus_gracilipes
Schinus_lentiscifolius
Schinus_longifolia
Schinus_meyeri
Schinus_microphylla
Schinus_molle
Schinus_myrtifolia
Schinus_patagonicus
Schinus_pearcei
Schinus_pilifera
Schinus_polygama
Schinus_ramboi
Schinus_spinosa
Schinus_terebinthifolia
Schinus_venturii
Schinus_weinmanniifolia
Sclerocarya_birrea
Sclerocarya_gillettii
Searsia_acuminatissima
Searsia_anchietae
Searsia_angustifolia
Searsia_aucheri
Searsia_bolusii
Searsia_brenanii
Searsia_burchellii
Searsia_chirindensis
Searsia_crenata
Searsia_crenulata
Searsia_dentata
Searsia_divaricata
Searsia_engleri
Searsia_glauca
Searsia_glutinosa
Searsia_grossireticulata
Searsia_gueinzii
Searsia_incisa
Searsia_krebsiana
Searsia_laevigata
Searsia_lancea
Searsia_leptodictya
Searsia_longipes
Searsia_longispina
Searsia_lucens
Searsia_lucida
Searsia_marlothii
Searsia_montana
Searsia_natalensis
Searsia_nebulosa
Searsia_pallens
Searsia_parviflora
Searsia_pendulina
Searsia_pentaphylla
Searsia_pentheri
Searsia_populifolia
Searsia_pterota
Searsia_pyroides
Searsia_quartiniana
Searsia_refracta
Searsia_rehmanniana
Searsia_retinorrhoea
Searsia_rigida
Searsia_ruspolii
Searsia_somalensis
Searsia_tenuinervis
Searsia_thyrsiflora
Searsia_tomentosa
Searsia_transvaalensis
Searsia_tridactyla
Searsia_tripartita
Searsia_tumulicola
Searsia_undulata
Semecarpus_anacardium
Semecarpus_australiensis
Semecarpus_balansae
Semecarpus_borneensis
Semecarpus_brachystachys
Semecarpus_bunburyanus
Semecarpus_cassuvium
Semecarpus_cochinchinensis
Semecarpus_cuneiformis
Semecarpus_curtisii
Semecarpus_decipiens
Semecarpus_densiflorus
Semecarpus_forstenii
Semecarpus_gardneri
Semecarpus_glaucus
Semecarpus_heterophyllus
Semecarpus_kathalekanensis
Semecarpus_kinabaluensis
Semecarpus_kurzii
Semecarpus_longifolius
Semecarpus_lucens
Semecarpus_magnificus
Semecarpus_moonii
Semecarpus_nigroviridis
Semecarpus_ochraceus
Semecarpus_parvifolius
Semecarpus_paucinervius
Semecarpus_pubescens
Semecarpus_rufovelutinus
Semecarpus_schlechteri
Semecarpus_trachyphyllus
Semecarpus_velutinus
Semecarpus_venenosus
Semecarpus_vitiensis
Semecarpus_walkeri
Smodingium_argutum
Solenocarpus_philippinensis
Sorindeia_africana
Sorindeia_batekeensis
Sorindeia_calantha
Sorindeia_grandifolia
Sorindeia_juglandifolia
Sorindeia_madagascariensis
Sorindeia_oxyandra
Sorindeia_winkleri
Spondias_admirabilis
Spondias_bahiensis
Spondias_bipinnata
Spondias_dulcis
Spondias_expeditionaria
Spondias_globosa
Spondias_indica
Spondias_lakonensis
Spondias_macrocarpa
Spondias_malayana
Spondias_mombin
Spondias_pinnata
Spondias_purpurea
Spondias_radlkoferi
Spondias_tefyi
Spondias_testudinis
Spondias_tuberosa
Spondias_venulosa
Swintonia_acuta
Swintonia_floribunda
Swintonia_foxworthyi
Swintonia_glauca
Swintonia_minutalata
Swintonia_parkinsonii
Swintonia_pierrei
Swintonia_schwenckii
Swintonia_spicifera
Swintonia_whitmorei
Tapirira_bethanniana
Tapirira_chimalapana
Tapirira_guianensis
Tapirira_lepidota
Tapirira_mexicana
Tapirira_obtusa
Tapirira_pilosa
Tapirira_retusa
Tapirira_rubrinervis
Terminthia_paniculata
Thyrsodium_bolivianum
Thyrsodium_guianense
Thyrsodium_herrerense
Thyrsodium_puberulum
Thyrsodium_rondonianum
Thyrsodium_spruceanum
Toxicodendron_acuminatum
Toxicodendron_calcicola
Toxicodendron_delavayi
Toxicodendron_fulvum
Toxicodendron_grandiflorum
Toxicodendron_griffithii
Toxicodendron_hookeri
Toxicodendron_rhetsoides
Toxicodendron_striatum
Toxicodendron_succedaneum
Toxicodendron_sylvestre
Toxicodendron_trichocarpum
Toxicodendron_vernicifluum
Toxicodendron_vernix
Toxicodendron_wallichii
Trichoscypha_abut
Trichoscypha_acuminata
Trichoscypha_arborea
Trichoscypha_baldwinii
Trichoscypha_barbata
Trichoscypha_bijuga
Trichoscypha_blydeniae
Trichoscypha_bracteata
Trichoscypha_cavalliensis
Trichoscypha_debruijnii
Trichoscypha_eugong
Trichoscypha_hallei
Trichoscypha_laxiflora
Trichoscypha_liberica
Trichoscypha_linderi
Trichoscypha_longifolia
Trichoscypha_lucens
Trichoscypha_mannii
Trichoscypha_nyangensis
Trichoscypha_oddonii
Trichoscypha_oliveri
Trichoscypha_olodiana
Trichoscypha_patens
Trichoscypha_reygaertii
Trichoscypha_rubicunda
Trichoscypha_smythei
Trichoscypha_ulugurensis
Anisophyllea_apetala
Anisophyllea_beccariana
Anisophyllea_boehmii
Anisophyllea_borneensis
Anisophyllea_cabole
Anisophyllea_cinnamomoides
Anisophyllea_corneri
Anisophyllea_cuneata
Anisophyllea_curtisii
Anisophyllea_dinghoui
Anisophyllea_disticha
Anisophyllea_fallax
Anisophyllea_ferruginea
Anisophyllea_glandibeccariana
Anisophyllea_glandulipetiolata
Anisophyllea_globosa
Anisophyllea_grandis
Anisophyllea_griffithii
Anisophyllea_guianensis
Anisophyllea_insularis
Anisophyllea_ismailii
Anisophyllea_laurina
Anisophyllea_madagascarensis
Anisophyllea_malayensis
Anisophyllea_manausensis
Anisophyllea_masoalensis
Anisophyllea_meniaudii
Anisophyllea_myriosticta
Anisophyllea_myriostictoides
Anisophyllea_neopurpurascens
Anisophyllea_obtusifolia
Anisophyllea_parafallax
Anisophyllea_polyneura
Anisophyllea_purpurascens
Anisophyllea_sabahensis
Anisophyllea_sarawakensis
Anisophyllea_schatzii
Anisophyllea_scortechinii
Anisophyllea_sessiliflora
Anisophyllea_sororia
Anisophyllea_sumatrana
Combretocarpus_rotundatus
Polygonanthus_amazonicus
Polygonanthus_punctulatus
Alphonsea_boniana
Alphonsea_borneensis
Alphonsea_curtisii
Alphonsea_cylindrica
Alphonsea_elliptica
Alphonsea_gaudichaudiana
Alphonsea_hainanensis
Alphonsea_havilandii
Alphonsea_hortensis
Alphonsea_javanica
Alphonsea_johorensis
Alphonsea_kinabaluensis
Alphonsea_lucida
Alphonsea_lutea
Alphonsea_madraspatana
Alphonsea_maingayi
Alphonsea_malayana
Alphonsea_mollis
Alphonsea_monogyna
Alphonsea_philastreana
Alphonsea_sclerocarpa
Alphonsea_siamensis
Alphonsea_squamosa
Alphonsea_tonquinensis
Alphonsea_ventricosa
Alphonsea_zeylanica
Ambavia_capuronii
Ambavia_gerrardii
Anaxagorea_acuminata
Anaxagorea_allenii
Anaxagorea_angustifolia
Anaxagorea_borneensis
Anaxagorea_brachycarpa
Anaxagorea_brevipedicellata
Anaxagorea_brevipes
Anaxagorea_crassipetala
Anaxagorea_dolichocarpa
Anaxagorea_floribunda
Anaxagorea_gigantophylla
Anaxagorea_guatemalensis
Anaxagorea_javanica
Anaxagorea_luzonensis
Anaxagorea_macrantha
Anaxagorea_manausensis
Anaxagorea_pachypetala
Anaxagorea_panamensis
Anaxagorea_petiolata
Anaxagorea_phaeocarpa
Anaxagorea_prinoides
Anaxagorea_rufa
Anaxagorea_silvatica
Annickia_affinis
Annickia_ambigua
Annickia_chlorantha
Annickia_le-testui
Annickia_lebrunii
Annickia_pilosa
Annickia_polycarpa
Annona_acuminata
Annona_acutiflora
Annona_acutifolia
Annona_amazonica
Annona_ambotay
Annona_andicola
Annona_angustifolia
Annona_annonoides
Annona_asplundiana
Annona_atabapensis
Annona_aurantiaca
Annona_bahiensis
Annona_bicolor
Annona_billbergii
Annona_boliviana
Annona_bullata
Annona_burchellii
Annona_cacans
Annona_caesia
Annona_calcarata
Annona_centrantha
Annona_cercocarpa
Annona_cherimola
Annona_conica
Annona_cordifolia
Annona_coriacea
Annona_crassiflora
Annona_crassivenia
Annona_crotonifolia
Annona_cubensis
Annona_cuspidata
Annona_danforthii
Annona_deceptrix
Annona_deminuta
Annona_densicoma
Annona_dioica
Annona_dolabripetala
Annona_dolichopetala
Annona_dolichophylla
Annona_duckei
Annona_dumetorum
Annona_echinata
Annona_edulis
Annona_elliptica
Annona_emarginata
Annona_excellens
Annona_exsucca
Annona_fendleri
Annona_ferruginea
Annona_foetida
Annona_fosteri
Annona_frutescens
Annona_gardneri
Annona_gigantophylla
Annona_glabra
Annona_glomerulifera
Annona_gracilis
Annona_haematantha
Annona_havanensis
Annona_hayesii
Annona_helosioides
Annona_herzogii
Annona_hispida
Annona_holosericea
Annona_humilis
Annona_hypoglauca
Annona_impressivenia
Annona_inconformis
Annona_insignis
Annona_iquitensis
Annona_jahnii
Annona_jamaicensis
Annona_jucunda
Annona_leptopetala
Annona_liebmanniana
Annona_longipes
Annona_macrocalyx
Annona_macroprophyllata
Annona_mammifera
Annona_manabiensis
Annona_maritima
Annona_moaensis
Annona_montana
Annona_monticola
Annona_mucosa
Annona_muricata
Annona_neglecta
Annona_neoamazonica
Annona_neochrysocarpa
Annona_neoecuadoarensis
Annona_neoelliptica
Annona_neoinsignis
Annona_neosalicifolia
Annona_neosericea
Annona_neoulei
Annona_neovelutina
Annona_nipensis
Annona_nitida
Annona_nutans
Annona_pachyantha
Annona_palmeri
Annona_paludosa
Annona_papilionella
Annona_parviflora
Annona_pavonii
Annona_pickelii
Annona_pittieri
Annona_poeppigii
Annona_praetermissa
Annona_prevostiae
Annona_pruinosa
Annona_punicifolia
Annona_purpurea
Annona_quinduensis
Annona_rensoniana
Annona_reticulata
Annona_rosei
Annona_rufinervis
Annona_rugulosa
Annona_salicifolia
Annona_salzmannii
Annona_scandens
Annona_schunkei
Annona_scleroderma
Annona_sclerophylla
Annona_senegalensis
Annona_sericea
Annona_spinescens
Annona_spraguei
Annona_squamosa
Annona_sylvatica
Annona_symphyocarpa
Annona_tenuiflora
Annona_tenuipes
Annona_tomentosa
Annona_ubatubensis
Annona_urbaniana
Annona_vepretorum
Annona_williamsii
Anonidium_floribundum
Anonidium_le-testui
Anonidium_mannii
Anonidium_usambarense
Artabotrys_brachypetalus
Artabotrys_hexapetalus
Artabotrys_macrophyllus
Artabotrys_monteiroae
Asimina_manasota
Asimina_obovata
Asimina_parviflora
Asimina_tetramera
Asimina_triloba
Asteranthe_asterias
Asteranthe_lutea
Bocagea_longipedunculata
Bocagea_viridis
Bocageopsis_canescens
Bocageopsis_mattogrossensis
Bocageopsis_multiflora
Bocageopsis_pleiosperma
Boutiquea_platypetala
Cananga_brandisiana
Cananga_latifolia
Cananga_odorata
Cardiopetalum_calophyllum
Cardiopetalum_surinamense
Chieniodendron_hainanense
Cleistochlamys_kirkii
Cleistopholis_glauca
